host_name,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_identity_verified,neighbourhood_group_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,instant_bookable,reviews_per_month,#amenities,first_review_year,last_review_year,host_since_year,shared_bathroom,review_scores_rating
Bea,NA,NA,<=78.0,f,Crown Heights,t,Brooklyn,Entire rental unit,Entire home/apt,<=2.0,NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,(0.15-0.73],<=16.0,<=2.0,<=2.0,(6.0-9.0],0,4.67
Martin,within an hour,>99.0,>98.0,f,other,t,Manhattan,Entire rental unit,Entire home/apt,>3.0,<=1.0,>1.0,>2.0,>200.0,>12.0,>1.0,0,t,>0.73,>32.0,<=2.0,<=2.0,<=6.0,0,4.33
Orestes,within an hour,>99.0,>98.0,f,Long Island City,f,Queens,Private room in townhouse,Private room,(2.0-3.0],<=1.0,<=1.0,(1.0-2.0],(100.0-200.0],>12.0,>1.0,>1,t,>0.73,>32.0,>6.0,<=2.0,>9.0,0,4.92
Chris,a few days or more,<=99.0,<=78.0,f,Greenpoint,t,Brooklyn,Entire rental unit,Entire home/apt,(2.0-3.0],<=1.0,<=1.0,<=1.0,(100.0-200.0],<=1.0,<=1.0,0,f,(0.15-0.73],>32.0,<=2.0,<=2.0,(6.0-9.0],0,5.0
Shelley,within a day,>99.0,>98.0,f,Williamsburg,t,Brooklyn,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],(1.0-12.0],<=1.0,0,t,<=0.15,>32.0,(2.0-6.0],<=2.0,(6.0-9.0],1,5.0
Doungrat,within an hour,>99.0,(78.0-98.0],f,Harlem,t,Manhattan,Private room in townhouse,Private room,<=2.0,<=1.0,<=1.0,<=1.0,>200.0,<=1.0,<=1.0,0,t,(0.15-0.73],>32.0,<=2.0,<=2.0,>9.0,0,4.0
Aleksandr,within an hour,<=99.0,(78.0-98.0],t,other,t,Manhattan,Private room in condo,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,>12.0,>1.0,0,f,>0.73,>32.0,<=2.0,<=2.0,<=6.0,1,4.8
Vivian,within an hour,>99.0,<=78.0,f,other,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],>12.0,<=1.0,0,f,<=0.15,>32.0,>6.0,<=2.0,>9.0,0,4.78
Heidi,within a few hours,>99.0,(78.0-98.0],t,Williamsburg,t,Brooklyn,Private room in rental unit,Private room,<=2.0,<=1.0,>1.0,>2.0,<=100.0,>12.0,<=1.0,0,f,(0.15-0.73],>32.0,<=2.0,<=2.0,>9.0,1,4.94
Jon,a few days or more,<=99.0,NA,f,other,t,Manhattan,Entire rental unit,Entire home/apt,>3.0,<=1.0,<=1.0,>2.0,>200.0,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,>9.0,0,4.89
Christopher,within a few hours,>99.0,<=78.0,t,other,t,Manhattan,other,Shared room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,>12.0,>1.0,1,f,>0.73,<=16.0,>6.0,<=2.0,>9.0,1,4.64
Hiroki,within an hour,<=99.0,(78.0-98.0],f,Elmhurst,t,Brooklyn,Private room in townhouse,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,<=1.0,<=1.0,0,f,<=0.15,<=16.0,<=2.0,<=2.0,>9.0,1,2.0
Fernando And Fany,a few days or more,<=99.0,NA,t,other,t,Manhattan,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,>12.0,>1.0,0,f,>0.73,(16.0-32.0],<=2.0,<=2.0,(6.0-9.0],1,4.83
James&Laureta,within an hour,>99.0,>98.0,t,other,t,Brooklyn,Entire rental unit,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,>200.0,>12.0,>1.0,>1,t,>0.73,(16.0-32.0],<=2.0,<=2.0,<=6.0,0,4.86
Kristina,within a few hours,<=99.0,<=78.0,f,Bedford-Stuyvesant,t,Brooklyn,Private room in rental unit,Private room,<=2.0,>1.0,<=1.0,<=1.0,<=100.0,(1.0-12.0],>1.0,1,f,(0.15-0.73],<=16.0,<=2.0,<=2.0,<=6.0,0,4.5
Raquel,within an hour,>99.0,>98.0,t,other,t,Manhattan,other,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,>12.0,>1.0,0,f,>0.73,<=16.0,(2.0-6.0],<=2.0,<=6.0,1,4.87
John,NA,NA,NA,f,Harlem,t,Manhattan,Entire rental unit,Entire home/apt,>3.0,<=1.0,>1.0,(1.0-2.0],(100.0-200.0],>12.0,<=1.0,0,f,>0.73,>32.0,>6.0,>2.0,(6.0-9.0],0,4.75
Hong,within a few hours,>99.0,>98.0,t,Crown Heights,t,Brooklyn,Entire home,Entire home/apt,>3.0,>1.0,>1.0,>2.0,>200.0,(1.0-12.0],>1.0,0,f,<=0.15,(16.0-32.0],(2.0-6.0],<=2.0,(6.0-9.0],0,4.71
Archana,within an hour,>99.0,>98.0,t,other,f,Brooklyn,Private room in home,Private room,>3.0,>1.0,>1.0,>2.0,>200.0,>12.0,>1.0,1,f,>0.73,(16.0-32.0],<=2.0,<=2.0,>9.0,0,5.0
Gaia&Pietro,within an hour,>99.0,>98.0,,other,t,Manhattan,Entire condo,Entire home/apt,>3.0,>1.0,>1.0,>2.0,>200.0,>12.0,>1.0,0,f,(0.15-0.73],>32.0,>6.0,<=2.0,(6.0-9.0],0,4.84
Jason,within a day,<=99.0,(78.0-98.0],f,other,t,Brooklyn,Private room in condo,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,(1.0-12.0],>1.0,0,f,(0.15-0.73],>32.0,<=2.0,<=2.0,<=6.0,1,5.0
Eugenia,within an hour,>99.0,>98.0,t,Crown Heights,t,Brooklyn,Private room in townhouse,Private room,<=2.0,>1.0,<=1.0,<=1.0,<=100.0,>12.0,>1.0,0,f,(0.15-0.73],>32.0,(2.0-6.0],<=2.0,>9.0,1,4.86
AFI Apartments,within a few hours,<=99.0,<=78.0,f,Upper East Side,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],(1.0-12.0],<=1.0,0,f,<=0.15,(16.0-32.0],>6.0,<=2.0,>9.0,0,4.83
G,NA,NA,NA,t,other,t,Manhattan,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,>12.0,>1.0,0,t,(0.15-0.73],(16.0-32.0],<=2.0,<=2.0,>9.0,0,5.0
Monique,within an hour,>99.0,<=78.0,f,other,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,<=1.0,<=1.0,(1.0-2.0],(100.0-200.0],(1.0-12.0],<=1.0,0,f,<=0.15,>32.0,<=2.0,<=2.0,>9.0,0,4.5
Myrta,within a day,>99.0,(78.0-98.0],t,Park Slope,t,Brooklyn,Private room in home,Private room,<=2.0,<=1.0,<=1.0,(1.0-2.0],<=100.0,>12.0,>1.0,0,f,(0.15-0.73],<=16.0,>6.0,<=2.0,>9.0,1,4.87
Ad,a few days or more,<=99.0,(78.0-98.0],f,other,t,Manhattan,Private room in rental unit,Private room,>3.0,<=1.0,>1.0,(1.0-2.0],<=100.0,>12.0,>1.0,0,f,>0.73,(16.0-32.0],<=2.0,<=2.0,<=6.0,0,4.43
Michael,within a day,<=99.0,<=78.0,f,other,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],<=1.0,<=1.0,0,f,(0.15-0.73],(16.0-32.0],<=2.0,<=2.0,<=6.0,0,5.0
Denae,within an hour,>99.0,(78.0-98.0],t,Crown Heights,t,Brooklyn,Entire rental unit,Entire home/apt,<=2.0,<=1.0,<=1.0,(1.0-2.0],<=100.0,>12.0,>1.0,0,f,(0.15-0.73],>32.0,>6.0,<=2.0,>9.0,0,4.63
Elisa,within an hour,>99.0,<=78.0,f,other,t,Manhattan,Room in hotel,Private room,>3.0,>1.0,>1.0,>2.0,>200.0,(1.0-12.0],>1.0,0,f,(0.15-0.73],>32.0,<=2.0,<=2.0,(6.0-9.0],0,4.92
Jaleh,within a few hours,>99.0,<=78.0,t,Harlem,t,Manhattan,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,>12.0,>1.0,1,f,>0.73,(16.0-32.0],>6.0,<=2.0,(6.0-9.0],1,4.77
Alexandra,within a few hours,>99.0,(78.0-98.0],f,Greenpoint,t,Brooklyn,Entire rental unit,Entire home/apt,<=2.0,>1.0,<=1.0,<=1.0,>200.0,(1.0-12.0],<=1.0,0,f,(0.15-0.73],>32.0,<=2.0,<=2.0,>9.0,0,5.0
Hiroki,within an hour,<=99.0,(78.0-98.0],f,Elmhurst,t,Brooklyn,Private room in townhouse,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,(1.0-12.0],<=1.0,0,f,(0.15-0.73],<=16.0,<=2.0,<=2.0,>9.0,1,5.0
Joy-Ann,NA,NA,>98.0,t,Crown Heights,t,Brooklyn,Entire rental unit,Entire home/apt,>3.0,<=1.0,>1.0,(1.0-2.0],(100.0-200.0],(1.0-12.0],>1.0,0,f,(0.15-0.73],>32.0,<=2.0,<=2.0,<=6.0,0,5.0
John,within an hour,>99.0,>98.0,f,other,t,Manhattan,Entire rental unit,Entire home/apt,>3.0,<=1.0,<=1.0,(1.0-2.0],(100.0-200.0],(1.0-12.0],<=1.0,1,f,(0.15-0.73],>32.0,(2.0-6.0],<=2.0,(6.0-9.0],0,5.0
Isaac,within a day,>99.0,NA,f,Williamsburg,t,Brooklyn,Entire rental unit,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],(1.0-12.0],<=1.0,0,f,<=0.15,>32.0,<=2.0,<=2.0,>9.0,0,5.0
Robert,within an hour,>99.0,(78.0-98.0],f,Chelsea,t,Manhattan,Entire rental unit,Entire home/apt,>3.0,>1.0,<=1.0,<=1.0,>200.0,>12.0,>1.0,0,f,(0.15-0.73],>32.0,(2.0-6.0],<=2.0,>9.0,0,4.86
Rex,within an hour,>99.0,<=78.0,t,other,t,Manhattan,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,(1.0-12.0],>1.0,0,f,(0.15-0.73],>32.0,<=2.0,<=2.0,(6.0-9.0],1,5.0
Elena,NA,NA,NA,f,Williamsburg,t,Brooklyn,Private room in rental unit,Private room,<=2.0,NA,<=1.0,NA,NA,<=1.0,<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,(6.0-9.0],1,5.0
Kristina,within a few hours,<=99.0,<=78.0,f,Bedford-Stuyvesant,t,Brooklyn,Private room in rental unit,Private room,<=2.0,>1.0,<=1.0,<=1.0,<=100.0,<=1.0,<=1.0,0,f,(0.15-0.73],<=16.0,<=2.0,<=2.0,<=6.0,0,1.0
Rebeca,within a few hours,<=99.0,<=78.0,f,Astoria,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,(6.0-9.0],0,4.89
Louie,NA,NA,NA,f,other,t,Manhattan,Entire rental unit,Entire home/apt,>3.0,NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,(0.15-0.73],>32.0,<=2.0,<=2.0,<=6.0,0,4.0
Florence,within an hour,>99.0,(78.0-98.0],t,Harlem,t,Manhattan,Entire rental unit,Entire home/apt,>3.0,>1.0,>1.0,>2.0,>200.0,>12.0,>1.0,1,f,(0.15-0.73],>32.0,(2.0-6.0],<=2.0,>9.0,0,4.88
Lisa,within a few hours,>99.0,<=78.0,f,other,t,Brooklyn,Private room in condo,Private room,<=2.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],>12.0,<=1.0,0,f,>0.73,(16.0-32.0],>6.0,<=2.0,>9.0,0,4.96
Doungrat,within an hour,>99.0,(78.0-98.0],f,Harlem,t,Manhattan,Private room in townhouse,Private room,(2.0-3.0],>1.0,<=1.0,(1.0-2.0],>200.0,<=1.0,<=1.0,0,f,(0.15-0.73],<=16.0,<=2.0,<=2.0,>9.0,0,5.0
Eugene,within an hour,<=99.0,<=78.0,f,Flatbush,t,Brooklyn,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,<=1.0,<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,>9.0,0,5.0
Victoria,NA,NA,NA,f,other,t,Manhattan,Entire rental unit,Entire home/apt,>3.0,>1.0,<=1.0,(1.0-2.0],>200.0,>12.0,<=1.0,0,f,(0.15-0.73],>32.0,(2.0-6.0],<=2.0,(6.0-9.0],0,4.93
Fred,within a day,>99.0,<=78.0,t,other,f,Brooklyn,Entire rental unit,Entire home/apt,(2.0-3.0],<=1.0,>1.0,(1.0-2.0],<=100.0,<=1.0,<=1.0,0,f,<=0.15,>32.0,<=2.0,<=2.0,(6.0-9.0],0,5.0
Blueground,within an hour,>99.0,(78.0-98.0],f,Cambridge,t,Manhattan,Entire rental unit,Entire home/apt,>3.0,<=1.0,>1.0,(1.0-2.0],>200.0,<=1.0,<=1.0,0,f,(0.15-0.73],(16.0-32.0],<=2.0,<=2.0,(6.0-9.0],0,5.0
Lonnie,NA,NA,NA,f,other,t,Brooklyn,Entire rental unit,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],>12.0,<=1.0,0,f,>0.73,>32.0,(2.0-6.0],>2.0,>9.0,0,4.81
Sheila,within a few hours,>99.0,>98.0,f,Long Island City,t,Queens,Private room in townhouse,Private room,<=2.0,<=1.0,<=1.0,(1.0-2.0],<=100.0,>12.0,<=1.0,0,f,(0.15-0.73],(16.0-32.0],>6.0,>2.0,(6.0-9.0],1,5.0
Amy,within an hour,>99.0,>98.0,t,other,t,Brooklyn,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],(1.0-12.0],>1.0,>1,t,>0.73,>32.0,<=2.0,<=2.0,<=6.0,1,4.73
Jaio,within a few hours,>99.0,<=78.0,f,other,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],<=1.0,<=1.0,0,f,(0.15-0.73],<=16.0,<=2.0,<=2.0,<=6.0,0,3.0
Anna,within an hour,>99.0,(78.0-98.0],t,Park Slope,t,Brooklyn,Private room in home,Private room,<=2.0,<=1.0,<=1.0,<=1.0,>200.0,>12.0,>1.0,>1,f,>0.73,>32.0,<=2.0,<=2.0,>9.0,0,4.99
Lesa,NA,NA,<=78.0,f,other,t,Manhattan,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],>12.0,<=1.0,0,f,(0.15-0.73],>32.0,<=2.0,<=2.0,(6.0-9.0],1,5.0
Yolanda,NA,NA,>98.0,f,other,t,Manhattan,Entire rental unit,Entire home/apt,>3.0,>1.0,>1.0,(1.0-2.0],>200.0,(1.0-12.0],<=1.0,0,t,<=0.15,>32.0,(2.0-6.0],>2.0,>9.0,0,5.0
Sonder (NYC),within an hour,<=99.0,>98.0,f,other,t,Queens,Entire rental unit,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,>200.0,>12.0,>1.0,>1,t,>0.73,(16.0-32.0],<=2.0,<=2.0,<=6.0,0,4.75
Jason,within a day,<=99.0,(78.0-98.0],f,other,t,Brooklyn,Private room in condo,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,(1.0-12.0],<=1.0,0,f,<=0.15,>32.0,<=2.0,<=2.0,<=6.0,1,4.67
Celena,NA,NA,NA,f,Williamsburg,t,Brooklyn,Entire rental unit,Entire home/apt,>3.0,NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,(16.0-32.0],<=2.0,<=2.0,>9.0,0,5.0
Pamela,within a day,>99.0,>98.0,t,Bedford-Stuyvesant,t,Brooklyn,Private room in home,Private room,<=2.0,<=1.0,<=1.0,(1.0-2.0],<=100.0,>12.0,<=1.0,0,f,>0.73,>32.0,>6.0,<=2.0,(6.0-9.0],1,4.67
Sonder (NYC),within an hour,<=99.0,>98.0,f,other,t,Queens,Entire rental unit,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,>200.0,>12.0,>1.0,>1,t,>0.73,(16.0-32.0],<=2.0,<=2.0,<=6.0,0,4.66
Urban Furnished,within an hour,<=99.0,<=78.0,,Hell's Kitchen,t,Manhattan,Entire rental unit,Entire home/apt,>3.0,<=1.0,<=1.0,(1.0-2.0],(100.0-200.0],>12.0,<=1.0,0,f,(0.15-0.73],>32.0,>6.0,<=2.0,>9.0,0,4.45
Alexander,within a few hours,>99.0,>98.0,t,Crown Heights,t,Brooklyn,Entire condo,Entire home/apt,>3.0,<=1.0,>1.0,(1.0-2.0],>200.0,>12.0,>1.0,0,f,>0.73,>32.0,<=2.0,<=2.0,(6.0-9.0],0,5.0
Brandon,NA,NA,>98.0,f,Park Slope,t,Brooklyn,Entire rental unit,Entire home/apt,>3.0,>1.0,>1.0,>2.0,>200.0,>12.0,<=1.0,0,f,(0.15-0.73],>32.0,>6.0,<=2.0,>9.0,0,4.83
Kimberly,NA,NA,NA,f,Harlem,t,Manhattan,other,Shared room,(2.0-3.0],<=1.0,<=1.0,<=1.0,<=100.0,<=1.0,<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,>9.0,1,5.0
Simone,within an hour,>99.0,(78.0-98.0],t,other,t,Brooklyn,other,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],>12.0,>1.0,>1,f,>0.73,>32.0,<=2.0,<=2.0,<=6.0,0,4.88
Hong,within a few hours,>99.0,>98.0,t,Crown Heights,t,Brooklyn,Entire home,Entire home/apt,>3.0,>1.0,>1.0,>2.0,>200.0,>12.0,<=1.0,0,f,>0.73,(16.0-32.0],(2.0-6.0],<=2.0,(6.0-9.0],0,4.56
Dee,within an hour,<=99.0,(78.0-98.0],t,other,f,Brooklyn,Entire home,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,>200.0,>12.0,>1.0,1,f,>0.73,>32.0,<=2.0,<=2.0,(6.0-9.0],0,4.98
Victoria,within a few hours,>99.0,>98.0,t,Bedford-Stuyvesant,f,Brooklyn,Entire rental unit,Entire home/apt,>3.0,<=1.0,>1.0,>2.0,>200.0,>12.0,>1.0,1,f,>0.73,>32.0,(2.0-6.0],<=2.0,<=6.0,0,4.95
Tyrone,within an hour,>99.0,>98.0,t,Bedford-Stuyvesant,t,Brooklyn,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,>2.0,>200.0,>12.0,>1.0,0,f,>0.73,>32.0,<=2.0,<=2.0,<=6.0,0,5.0
Kevin,NA,NA,NA,f,Greenpoint,t,Brooklyn,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,>12.0,<=1.0,0,f,(0.15-0.73],<=16.0,>6.0,>2.0,>9.0,0,4.72
Michelle,within an hour,>99.0,(78.0-98.0],t,Harlem,t,Manhattan,Private room in rental unit,Private room,<=2.0,>1.0,<=1.0,<=1.0,<=100.0,>12.0,>1.0,1,f,(0.15-0.73],(16.0-32.0],>6.0,<=2.0,>9.0,1,4.83
Téa,NA,NA,NA,f,Bushwick,t,Brooklyn,Entire rental unit,Entire home/apt,<=2.0,NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,>32.0,<=2.0,<=2.0,(6.0-9.0],0,5.0
Marcus,NA,NA,NA,f,other,f,Manhattan,Entire rental unit,Entire home/apt,>3.0,NA,>1.0,NA,NA,(1.0-12.0],<=1.0,0,f,(0.15-0.73],>32.0,<=2.0,<=2.0,<=6.0,0,4.67
Natalie,within a few hours,>99.0,(78.0-98.0],f,Flatbush,t,Manhattan,Entire condo,Entire home/apt,>3.0,<=1.0,>1.0,>2.0,(100.0-200.0],>12.0,>1.0,0,t,>0.73,>32.0,<=2.0,<=2.0,<=6.0,0,4.77
Catia,within an hour,>99.0,(78.0-98.0],t,other,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,>200.0,>12.0,<=1.0,0,f,>0.73,>32.0,<=2.0,<=2.0,>9.0,0,4.9
Jing,NA,NA,NA,f,other,t,Manhattan,Entire rental unit,Entire home/apt,(2.0-3.0],NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,(16.0-32.0],>6.0,>2.0,>9.0,0,4.9
Eric V,within a day,>99.0,NA,f,Bedford-Stuyvesant,t,Brooklyn,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,(1.0-12.0],<=1.0,0,f,<=0.15,>32.0,(2.0-6.0],<=2.0,(6.0-9.0],0,5.0
Ariel,NA,NA,NA,f,Williamsburg,f,Brooklyn,Private room in rental unit,Private room,<=2.0,NA,<=1.0,NA,NA,<=1.0,<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,(6.0-9.0],1,5.0
Hossam,within a few hours,>99.0,>98.0,t,other,t,Manhattan,Entire rental unit,Entire home/apt,(2.0-3.0],<=1.0,<=1.0,<=1.0,>200.0,(1.0-12.0],>1.0,1,f,(0.15-0.73],>32.0,<=2.0,<=2.0,<=6.0,0,5.0
Brysen,within an hour,>99.0,>98.0,f,other,t,Brooklyn,Private room in rental unit,Private room,(2.0-3.0],<=1.0,<=1.0,(1.0-2.0],<=100.0,>12.0,>1.0,0,f,>0.73,>32.0,(2.0-6.0],<=2.0,(6.0-9.0],1,4.8
Phil,within a day,>99.0,<=78.0,f,other,t,Brooklyn,Private room in home,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,<=2.0,<=2.0,>9.0,1,5.0
Shanti,within an hour,>99.0,<=78.0,t,Crown Heights,t,Brooklyn,Private room in home,Private room,<=2.0,>1.0,<=1.0,<=1.0,<=100.0,>12.0,>1.0,>1,f,>0.73,>32.0,<=2.0,<=2.0,>9.0,1,4.92
MyNyHousing,within an hour,>99.0,(78.0-98.0],f,other,t,Manhattan,Entire rental unit,Entire home/apt,>3.0,>1.0,>1.0,(1.0-2.0],>200.0,(1.0-12.0],<=1.0,0,f,<=0.15,>32.0,(2.0-6.0],<=2.0,(6.0-9.0],0,4.75
Jon,within a few hours,<=99.0,(78.0-98.0],f,other,t,Manhattan,other,Entire home/apt,>3.0,>1.0,>1.0,>2.0,>200.0,>12.0,>1.0,>1,f,>0.73,(16.0-32.0],<=2.0,<=2.0,<=6.0,0,4.45
Gee,NA,NA,NA,f,other,t,Manhattan,Entire rental unit,Entire home/apt,>3.0,NA,>1.0,NA,NA,>12.0,<=1.0,0,f,(0.15-0.73],<=16.0,>6.0,>2.0,(6.0-9.0],0,4.61
Andre,a few days or more,<=99.0,NA,f,Crown Heights,f,Brooklyn,Entire rental unit,Entire home/apt,>3.0,<=1.0,<=1.0,<=1.0,<=100.0,<=1.0,<=1.0,0,f,<=0.15,<=16.0,<=2.0,<=2.0,<=6.0,0,5.0
Kim Ariane,within an hour,>99.0,>98.0,f,other,t,Manhattan,Entire rental unit,Entire home/apt,>3.0,<=1.0,>1.0,>2.0,(100.0-200.0],<=1.0,<=1.0,0,t,>0.73,(16.0-32.0],<=2.0,<=2.0,<=6.0,0,5.0
Barry,NA,NA,NA,f,Crown Heights,t,Brooklyn,Entire rental unit,Entire home/apt,>3.0,<=1.0,>1.0,>2.0,>200.0,>12.0,<=1.0,0,f,>0.73,>32.0,<=2.0,<=2.0,<=6.0,0,4.56
Ester,within an hour,>99.0,>98.0,t,other,t,Manhattan,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,>12.0,>1.0,1,f,>0.73,>32.0,(2.0-6.0],<=2.0,<=6.0,0,4.98
Glenn,within a day,>99.0,<=78.0,f,Park Slope,f,Brooklyn,Entire rental unit,Entire home/apt,(2.0-3.0],<=1.0,>1.0,(1.0-2.0],>200.0,(1.0-12.0],>1.0,0,f,<=0.15,>32.0,>6.0,<=2.0,>9.0,0,4.91
Jeniffer,within a few hours,<=99.0,(78.0-98.0],f,other,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,>200.0,(1.0-12.0],>1.0,0,f,(0.15-0.73],<=16.0,<=2.0,<=2.0,(6.0-9.0],0,4.43
Shahla,within a day,<=99.0,>98.0,f,other,t,Brooklyn,Entire rental unit,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],(1.0-12.0],<=1.0,0,f,<=0.15,>32.0,>6.0,<=2.0,>9.0,0,4.7
Cherie,within an hour,>99.0,(78.0-98.0],f,other,t,Manhattan,Entire condo,Entire home/apt,>3.0,NA,<=1.0,NA,NA,<=1.0,<=1.0,0,t,<=0.15,>32.0,<=2.0,<=2.0,(6.0-9.0],0,5.0
Jen & Jay,within an hour,>99.0,>98.0,f,other,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],(1.0-12.0],<=1.0,0,f,(0.15-0.73],(16.0-32.0],(2.0-6.0],<=2.0,<=6.0,0,4.0
Jerry,NA,NA,NA,,other,f,Brooklyn,Private room in home,Private room,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,t,(0.15-0.73],<=16.0,<=2.0,<=2.0,(6.0-9.0],1,4.92
Katherin,within a few hours,<=99.0,>98.0,t,other,t,Brooklyn,Entire rental unit,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],(1.0-12.0],>1.0,0,f,(0.15-0.73],>32.0,<=2.0,<=2.0,(6.0-9.0],0,5.0
Furnished Quarters,within an hour,>99.0,>98.0,f,Upper East Side,t,Manhattan,Entire rental unit,Entire home/apt,(2.0-3.0],<=1.0,<=1.0,<=1.0,(100.0-200.0],(1.0-12.0],<=1.0,0,t,<=0.15,(16.0-32.0],>6.0,>2.0,>9.0,0,4.5
Yolanda,within an hour,>99.0,>98.0,t,Bedford-Stuyvesant,f,Brooklyn,Private room in home,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,>12.0,>1.0,0,t,>0.73,(16.0-32.0],(2.0-6.0],<=2.0,<=6.0,1,4.88
Jeniffer,within a few hours,<=99.0,(78.0-98.0],f,other,t,Manhattan,other,Private room,<=2.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],>12.0,>1.0,1,f,(0.15-0.73],(16.0-32.0],(2.0-6.0],<=2.0,(6.0-9.0],0,4.63
Blueground,within an hour,>99.0,(78.0-98.0],f,Cambridge,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,>200.0,<=1.0,<=1.0,0,t,<=0.15,>32.0,(2.0-6.0],>2.0,(6.0-9.0],0,5.0
Sandy,a few days or more,<=99.0,<=78.0,f,other,t,Manhattan,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],>12.0,<=1.0,0,f,(0.15-0.73],>32.0,<=2.0,<=2.0,<=6.0,1,4.58
Furnished Quarters,within an hour,>99.0,>98.0,f,Upper East Side,t,Manhattan,Entire rental unit,Entire home/apt,>3.0,>1.0,>1.0,(1.0-2.0],>200.0,(1.0-12.0],<=1.0,0,t,<=0.15,(16.0-32.0],(2.0-6.0],>2.0,>9.0,0,4.0
